#Solid temperature at x [m] from FDM
#time [s]	x=2.5	x=5	x=7.5	x=10
22380.0	414.79581969109825	460.40852514609367	505.9646441069053	549.8052296204276
22440.0	414.79668158146006	460.41089874953286	505.969595064538	549.8142405173651
22500.0	414.7975269715974	460.4132269125706	505.97445181859047	549.8230823253975
22560.0	414.7983561786191	460.4155105277794	505.97921613559436	549.8317581834971
22620.0	414.79916951349304	460.41775042330414	505.98388976933774	549.8402711652355
22680.0	414.7999672811484	460.4199474379435	505.98847446762153	549.8486242985712
22740.0	414.80074978058195	460.42210239435235	505.9929718944212	549.8568205466179
22800.0	414.8015173144733	460.42421609930454	505.9973837018068	549.8648628253824
22860.0	414.80227018251577	460.4262893558925	506.0017115195003	549.872753995363
22920.0	414.80300864386504	460.42832294750775	506.0059569640735	549.8804968624152
22980.0	414.8037329751349	460.43031761496684	506.0101215719876	549.8880941873493
23040.0	414.8044434475312	460.432274104769	506.0142068780975	549.895548672402
23100.0	414.8051403270418	460.4341931490807	506.0182143931595	549.9028629799992
23160.0	414.80582387450306	460.43607546602567	506.0221456161923	549.9100397134156
23220.0	414.8064943457087	460.4379217598108	506.02600196905286	549.9170814390968
23280.0	414.80715199160596	460.4397327482001	506.0297848739283	549.9239906650914
23340.0	414.8077970581646	460.4415090847612	506.03349572619675	549.9307698647764
23400.0	414.808429786712	460.4432514295429	506.0371359214739	549.9374214576518
23460.0	414.80905041539194	460.4449604341979	506.04070677978444	549.9439478239851
23520.0	414.809659204623	460.44663673791257	506.04420961396113	549.9503512990034
23580.0	414.81025635096313	460.4482809676257	506.04764571683177	549.9566341710148
23640.0	414.81084207771704	460.449893738206	506.05101636254	549.9627986965637
23700.0	414.8114166038573	460.4514756662889	506.0543228150562	549.9688470760967
23760.0	414.81198014408506	460.4530273466873	506.05756626855083	549.9747814864261
23820.0	414.8125329089734	460.45454934106243	506.0607479207261	549.9806040491204
23880.0	414.81307510507474	460.4560422183433	506.06386894663973	549.9863168550214
23940.0	414.81360693493673	460.45750653656484	506.06693050168644	549.9919219581236
24000.0	414.8141285972326	460.4589428430455	506.0699337430789	549.9974213644142
24060.0	414.81464028677925	460.4603516745685	506.0728797504046	550.0028170579828
24120.0	414.81514219459916	460.4617335575544	506.0757696122814	550.008110971873
24180.0	414.81563450819004	460.4630890083223	506.07860439664955	550.013305008736
24240.0	414.8161174112301	460.4644185577033	506.0813851512223	550.0184010469275
24300.0	414.81659108398765	460.4657226838332	506.084112918214	550.0234009099316
24360.0	414.8170557233681	460.467001866689	506.08678870812736	550.0283064005367
24420.0	414.8175114929576	460.4682565840976	506.08941349258134	550.0331192915452
24480.0	414.8179585512196	460.4694873047545	506.09198824217486	550.037841309693
24540.0	414.81839706505536	460.4706944883339	506.0945139090972	550.042474158708
24600.0	414.81882719810284	460.471878585683	506.09699142745575	550.047019516779
